Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
42,male,United Kingdom,Yes,No,Yes,Sometimes,1-5,Yes,Yes,Yes,No,Yes,No,No,Somewhat difficult,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Dont know,Yes
62,other,Sweden,No,Yes,Yes,Often,26-100,Yes,Yes,Yes,Not sure,Yes,No,Yes,Somewhat easy,Yes,Maybe,Yes,Yes,Yes,Maybe,Dont know,No
21,other,Other,No,Yes,No,Never,6-25,Yes,No,Dont know,Yes,No,Dont know,Dont know,Somewhat easy,No,Yes,Some of them,No,Maybe,Yes,Dont know,Yes
53,female,Brazil,Yes,Yes,Yes,Sometimes,6-25,Yes,No,Dont know,Yes,No,Dont know,No,Very easy,No,No,Yes,Yes,Yes,Yes,Dont know,Yes
23,male,France,No,No,No,Rarely,26-100,No,No,Yes,Yes,Yes,No,Dont know,Somewhat difficult,No,Maybe,Some of them,No,Maybe,Yes,No,Yes
48,female,India,Yes,No,Yes,Rarely,1-5,No,Yes,No,Yes,Dont know,Dont know,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,Maybe,Yes,Dont know,No
36,male,United States,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,Dont know,Dont know,Dont know,Somewhat difficult,Yes,Yes,Some of them,Some of them,Maybe,No,No,No
61,male,Australia,Yes,No,Yes,Often,500-1000,No,Yes,No,Not sure,Yes,Dont know,No,Somewhat easy,Yes,No,No,Some of them,Yes,Maybe,Dont know,No
56,male,Other,No,Yes,No,Rarely,More than 1000,No,Yes,Dont know,Not sure,No,Dont know,No,Very easy,No,Maybe,Some of them,Some of them,No,No,Yes,No
44,male,Other,Yes,Yes,Yes,Never,100-500,No,Yes,Dont know,Not sure,Yes,Dont know,Yes,Very difficult,Maybe,No,Yes,Yes,Maybe,Maybe,Dont know,No
27,female,Canada,Yes,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Not sure,Yes,No,No,Somewhat difficult,Yes,No,No,Yes,Maybe,No,Dont know,No
43,female,United States,Yes,No,No,Never,6-25,No,Yes,Yes,Not sure,No,Dont know,Dont know,Somewhat difficult,Maybe,Yes,Yes,No,Maybe,Yes,Yes,No
36,female,Germany,Yes,Yes,No,Sometimes,6-25,No,Yes,Dont know,Not sure,Dont know,Yes,Dont know,Very difficult,Yes,Yes,Some of them,No,Yes,Maybe,Yes,No
56,male,United Kingdom,Yes,Yes,Yes,Rarely,6-25,Yes,Yes,Yes,Not sure,Yes,No,Dont know,Very easy,No,Yes,Some of them,No,No,Yes,Dont know,Yes
20,male,United Kingdom,Yes,No,No,Often,More than 1000,No,Yes,Dont know,Yes,Dont know,No,Dont know,Somewhat difficult,Maybe,Yes,Yes,No,Yes,Maybe,Dont know,Yes
62,male,Canada,No,Yes,Yes,Sometimes,100-500,No,Yes,Dont know,No,Dont know,No,Yes,Very easy,No,No,No,Yes,Maybe,Maybe,No,No
30,other,Netherlands,No,No,Yes,Sometimes,500-1000,No,Yes,No,Not sure,No,Dont know,Dont know,Somewhat difficult,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
45,male,Netherlands,No,Yes,No,Never,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Yes,Dont know,Yes,Yes,Some of them,No,Maybe,Yes,Yes,No
37,female,France,Yes,No,No,Rarely,100-500,No,Yes,Dont know,Not sure,Yes,Dont know,Dont know,Somewhat difficult,No,Yes,No,Yes,Maybe,Yes,No,Yes
45,male,India,Yes,Yes,No,Never,1-5,No,Yes,Yes,Not sure,Dont know,No,Yes,Dont know,Yes,Maybe,Some of them,Yes,Yes,No,Dont know,Yes
25,male,Brazil,No,Yes,Yes,Rarely,1-5,No,Yes,No,Yes,Dont know,No,Dont know,Very easy,No,Maybe,Some of them,Yes,Maybe,Maybe,Dont know,No
58,female,Germany,Yes,No,No,Never,6-25,Yes,Yes,No,No,No,No,Dont know,Somewhat difficult,No,Yes,Yes,Yes,Maybe,Maybe,Yes,Yes
56,male,United States,Yes,Yes,Yes,Sometimes,26-100,No,No,Yes,Yes,Dont know,No,Yes,Somewhat easy,No,No,Some of them,No,No,Maybe,No,No
18,female,Netherlands,Yes,Yes,No,Never,6-25,Yes,Yes,Yes,Yes,No,Dont know,No,Somewhat easy,Yes,Yes,Yes,No,Yes,Yes,Dont know,No
20,female,France,Yes,No,Yes,Often,26-100,No,Yes,Dont know,No,Yes,Yes,No,Very difficult,Maybe,No,No,Yes,Yes,Maybe,Yes,Yes
30,male,France,Yes,Yes,No,Rarely,100-500,Yes,No,No,Yes,No,Yes,No,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Dont know,No
45,male,Canada,No,Yes,Yes,Rarely,1-5,Yes,Yes,No,Not sure,Dont know,No,Yes,Dont know,Maybe,Maybe,Some of them,No,Maybe,Yes,Dont know,Yes
42,male,Germany,No,Yes,No,Sometimes,More than 1000,Yes,No,No,Not sure,Yes,Yes,No,Somewhat easy,Yes,Yes,No,No,Yes,Yes,Dont know,Yes
50,female,Sweden,No,No,Yes,Rarely,26-100,No,No,Yes,Not sure,No,No,No,Somewhat easy,Yes,Yes,Yes,Some of them,Yes,Maybe,Yes,No
55,male,Brazil,No,No,No,Often,100-500,Yes,Yes,Dont know,Not sure,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,No,Yes,No,No,No
23,male,India,No,No,No,Never,1-5,Yes,No,Yes,Not sure,No,Yes,No,Somewhat difficult,No,Yes,No,Some of them,Maybe,Yes,No,No
61,male,Australia,Yes,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Dont know,No,No,Very difficult,Yes,Maybe,Some of them,Some of them,No,No,Dont know,No
62,female,Canada,Yes,Yes,No,Often,26-100,Yes,Yes,Yes,Yes,Dont know,Yes,No,Very easy,No,Maybe,Yes,Yes,No,No,No,No
49,male,Brazil,Yes,Yes,Yes,Rarely,6-25,No,Yes,Dont know,Not sure,Yes,No,Yes,Very difficult,No,Yes,Yes,No,Maybe,No,Dont know,Yes
62,female,Australia,Yes,Yes,Yes,Rarely,6-25,No,Yes,Yes,Not sure,Yes,Yes,Yes,Dont know,Maybe,Yes,Yes,Some of them,Maybe,No,Yes,No
64,female,Australia,No,No,No,Often,6-25,No,No,No,Yes,Yes,No,No,Somewhat difficult,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,Yes
38,male,Germany,No,Yes,Yes,Never,100-500,No,Yes,No,No,No,Yes,No,Somewhat difficult,Maybe,Yes,No,No,Yes,Maybe,Yes,No
33,male,Germany,No,Yes,No,Never,6-25,Yes,Yes,No,Yes,Dont know,No,Yes,Somewhat easy,Yes,No,Some of them,Yes,Maybe,Maybe,Dont know,Yes
38,other,United States,Yes,Yes,No,Sometimes,500-1000,No,Yes,Dont know,Yes,Yes,No,No,Somewhat easy,Maybe,Yes,No,Yes,Yes,Yes,No,Yes
28,male,France,No,No,Yes,Rarely,1-5,Yes,Yes,Yes,Yes,Yes,No,Yes,Dont know,Yes,No,Yes,Some of them,No,Yes,Yes,Yes
54,female,Brazil,Yes,Yes,No,Often,100-500,No,Yes,Dont know,Yes,Yes,Yes,No,Somewhat difficult,Yes,Yes,Yes,No,Maybe,No,Dont know,Yes
53,male,Canada,No,Yes,Yes,Never,More than 1000,No,Yes,Yes,Yes,No,Dont know,Yes,Very easy,Yes,Yes,Yes,Yes,Maybe,No,No,Yes
52,male,United Kingdom,No,Yes,Yes,Sometimes,6-25,No,No,No,No,Yes,No,Dont know,Very difficult,No,Maybe,Yes,Some of them,Yes,Yes,No,No
36,female,Canada,Yes,Yes,No,Rarely,1-5,Yes,Yes,Yes,Not sure,Yes,No,Dont know,Somewhat difficult,No,No,Some of them,Some of them,Yes,Maybe,No,Yes
37,male,United States,Yes,Yes,No,Rarely,26-100,No,No,Yes,Not sure,No,Yes,Yes,Very easy,Maybe,Maybe,Yes,Yes,Yes,No,Dont know,No
35,male,India,No,No,Yes,Sometimes,6-25,No,Yes,Yes,No,No,No,Dont know,Very easy,Maybe,Yes,Some of them,Yes,No,Yes,Dont know,Yes
64,male,Other,No,Yes,Yes,Sometimes,1-5,No,Yes,Dont know,Not sure,Yes,No,No,Very difficult,Yes,Maybe,Yes,Some of them,No,Yes,Dont know,No
58,male,Other,Yes,Yes,No,Never,500-1000,Yes,Yes,Yes,Not sure,Yes,No,Yes,Very easy,Yes,Yes,Some of them,Yes,Maybe,Yes,Yes,Yes
31,male,France,No,Yes,No,Often,26-100,No,Yes,Yes,Not sure,No,No,Yes,Dont know,No,Yes,Some of them,Yes,Maybe,No,Dont know,Yes
32,male,Other,No,Yes,No,Rarely,500-1000,No,Yes,Yes,No,Dont know,Dont know,No,Very easy,No,Yes,Yes,No,Yes,Yes,Yes,No
48,other,Other,Yes,Yes,No,Often,More than 1000,Yes,No,Dont know,No,No,Dont know,No,Dont know,No,No,No,Some of them,No,Maybe,Yes,No
18,male,United Kingdom,No,Yes,Yes,Rarely,1-5,Yes,Yes,Dont know,Not sure,Dont know,No,Yes,Very easy,Maybe,No,No,Yes,Maybe,Yes,Yes,Yes
20,female,Netherlands,Yes,Yes,No,Rarely,500-1000,No,No,Dont know,Not sure,Yes,No,No,Somewhat easy,No,No,No,Some of them,Yes,No,Dont know,Yes
33,male,India,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Not sure,Yes,No,Yes,Very easy,Maybe,Maybe,No,No,Yes,Maybe,Yes,No
40,female,Germany,Yes,Yes,Yes,Sometimes,1-5,No,Yes,No,Yes,Dont know,Dont know,No,Dont know,No,Yes,No,Some of them,No,Maybe,Dont know,Yes
28,male,Australia,No,Yes,No,Never,1-5,Yes,Yes,No,Yes,No,Dont know,Yes,Very easy,No,Maybe,Yes,Some of them,No,Yes,Dont know,Yes
29,other,Netherlands,Yes,No,Yes,Rarely,500-1000,Yes,No,No,Yes,Yes,Yes,No,Very easy,Yes,Maybe,Yes,Some of them,Maybe,Yes,Yes,No
27,male,Canada,No,No,No,Sometimes,1-5,Yes,Yes,Yes,No,Dont know,Yes,No,Very easy,Maybe,Yes,Yes,No,Maybe,Maybe,Yes,Yes
49,male,Canada,Yes,No,Yes,Rarely,6-25,No,No,No,Not sure,No,No,Dont know,Dont know,No,Maybe,Yes,No,Yes,Yes,Yes,Yes
33,male,Other,No,No,No,Never,1-5,Yes,No,No,No,Dont know,No,Dont know,Very easy,Yes,Yes,Yes,Some of them,Yes,No,Dont know,No
25,male,Germany,No,Yes,Yes,Rarely,100-500,No,Yes,No,No,No,Dont know,Dont know,Very difficult,Maybe,Yes,Yes,Some of them,Yes,Maybe,Dont know,Yes
55,male,United States,No,No,Yes,Never,More than 1000,Yes,Yes,Yes,No,No,No,No,Very difficult,Maybe,Yes,Some of them,No,Maybe,Yes,Yes,No
29,male,Brazil,No,No,No,Never,1-5,Yes,Yes,No,Not sure,No,No,Yes,Dont know,No,Yes,Some of them,Yes,No,Maybe,Yes,No
41,female,Netherlands,No,Yes,No,Rarely,100-500,Yes,Yes,No,Yes,No,Dont know,No,Somewhat easy,Maybe,Maybe,Yes,No,Maybe,Yes,No,Yes
45,male,Netherlands,No,No,Yes,Rarely,1-5,No,Yes,Yes,Not sure,Dont know,Dont know,Dont know,Very difficult,Yes,Maybe,Yes,Some of them,No,Yes,Yes,Yes
25,male,Sweden,No,No,Yes,Never,1-5,No,Yes,Dont know,Not sure,Dont know,Dont know,No,Somewhat difficult,Yes,Maybe,Some of them,Yes,Maybe,No,No,No
45,male,India,No,Yes,No,Sometimes,500-1000,No,Yes,No,No,Dont know,Dont know,Dont know,Very difficult,Maybe,No,Some of them,Yes,Maybe,Yes,No,No
53,female,France,No,Yes,Yes,Often,6-25,No,Yes,Dont know,No,Dont know,Yes,Dont know,Somewhat difficult,Yes,Maybe,Yes,Yes,No,Yes,Dont know,Yes
43,male,India,Yes,Yes,No,Never,More than 1000,Yes,Yes,No,No,Dont know,Dont know,Yes,Dont know,Maybe,Maybe,Some of them,No,Maybe,Yes,Dont know,No
25,male,Brazil,Yes,No,Yes,Rarely,6-25,No,Yes,Yes,Yes,No,Dont know,Yes,Somewhat easy,Yes,No,No,No,Maybe,No,No,Yes
45,male,Canada,No,No,No,Rarely,26-100,Yes,Yes,Dont know,Yes,Yes,No,Dont know,Somewhat difficult,Maybe,Yes,No,No,Yes,Yes,No,No
45,female,Canada,Yes,Yes,Yes,Sometimes,500-1000,No,Yes,Dont know,Yes,Yes,No,Dont know,Somewhat difficult,Maybe,Yes,No,No,No,Yes,Yes,No
54,female,Canada,No,Yes,No,Often,500-1000,No,Yes,Dont know,Not sure,Dont know,No,No,Very difficult,Maybe,Yes,Some of them,Some of them,No,Yes,No,No
58,male,Sweden,No,No,No,Never,6-25,Yes,No,Dont know,No,Dont know,Yes,Dont know,Somewhat difficult,Yes,No,Yes,Yes,Yes,Maybe,Yes,Yes
53,female,Canada,Yes,Yes,Yes,Never,500-1000,Yes,Yes,No,Not sure,Yes,Dont know,No,Dont know,Maybe,Maybe,Yes,Some of them,No,No,Dont know,No
44,female,Brazil,No,No,No,Often,6-25,No,Yes,No,Yes,No,Dont know,Dont know,Dont know,Maybe,Maybe,Yes,No,Yes,Maybe,Yes,No
34,male,Germany,No,Yes,Yes,Never,500-1000,No,Yes,Dont know,No,Dont know,Yes,Yes,Dont know,No,Maybe,Some of them,No,No,No,Dont know,No
26,female,France,Yes,Yes,No,Often,1-5,Yes,Yes,No,Yes,No,Dont know,Yes,Very difficult,No,Maybe,Some of them,Some of them,No,No,No,No
50,male,Brazil,Yes,No,No,Rarely,6-25,Yes,Yes,Dont know,No,Yes,No,Dont know,Somewhat easy,Maybe,No,No,Yes,No,Maybe,No,Yes
37,male,Other,No,Yes,No,Often,6-25,Yes,No,Dont know,No,Yes,Yes,No,Very difficult,No,Maybe,Some of them,Yes,No,No,No,No
30,male,France,Yes,Yes,Yes,Never,100-500,Yes,Yes,Yes,Not sure,Dont know,Dont know,No,Dont know,Maybe,Yes,No,No,Yes,No,Yes,Yes
45,male,Brazil,Yes,Yes,No,Often,500-1000,Yes,Yes,Dont know,Not sure,No,Yes,No,Very difficult,No,No,No,No,Yes,Maybe,Dont know,No
65,male,Canada,No,No,Yes,Sometimes,500-1000,No,Yes,No,Yes,Dont know,Yes,Dont know,Dont know,Yes,No,Yes,No,No,Yes,Dont know,No
46,female,Germany,Yes,Yes,No,Rarely,6-25,No,Yes,Dont know,Not sure,Yes,Dont know,Dont know,Very easy,Yes,Yes,Some of them,No,Maybe,No,Dont know,Yes
30,male,Netherlands,Yes,Yes,Yes,Rarely,1-5,No,Yes,Yes,Not sure,No,No,Yes,Very easy,Maybe,Yes,Yes,Yes,Yes,Maybe,Dont know,Yes
63,male,India,No,Yes,Yes,Often,1-5,No,Yes,No,Not sure,Dont know,Dont know,Yes,Somewhat difficult,Maybe,Maybe,Yes,Some of them,No,No,Dont know,No
52,male,Australia,Yes,Yes,Yes,Never,More than 1000,Yes,Yes,Yes,No,Dont know,Dont know,Dont know,Somewhat easy,Yes,Yes,Some of them,Yes,Yes,Maybe,Yes,No
23,female,Germany,Yes,Yes,No,Sometimes,1-5,Yes,Yes,Yes,Not sure,Dont know,No,Yes,Very easy,Yes,No,Some of them,Some of them,Maybe,Yes,Dont know,No
35,male,Netherlands,No,Yes,Yes,Rarely,500-1000,Yes,Yes,Dont know,Yes,Yes,Dont know,No,Dont know,No,No,No,No,Maybe,No,No,Yes
22,male,United States,No,No,No,Rarely,100-500,No,Yes,Yes,No,Dont know,Dont know,No,Very difficult,Maybe,No,No,No,Maybe,Yes,Dont know,No
64,male,Brazil,No,No,Yes,Never,6-25,Yes,No,Yes,No,No,Dont know,Dont know,Very difficult,Yes,Maybe,No,Some of them,No,Yes,No,Yes
42,male,United States,Yes,Yes,Yes,Never,26-100,Yes,Yes,No,Not sure,Dont know,Yes,No,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,Yes,No
19,other,Netherlands,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,Yes,Yes,Dont know,Very difficult,Maybe,Yes,Yes,Yes,Maybe,No,Yes,Yes
27,other,Germany,No,No,Yes,Often,26-100,No,Yes,Dont know,Yes,Dont know,Yes,No,Very easy,No,Maybe,Yes,No,Yes,No,No,Yes
47,male,Brazil,Yes,Yes,No,Never,100-500,No,Yes,Dont know,Yes,Yes,Dont know,Dont know,Very difficult,No,Maybe,Some of them,No,Yes,No,Dont know,Yes
62,other,Other,No,No,Yes,Often,1-5,Yes,Yes,Dont know,No,Yes,No,No,Very easy,No,No,No,No,Maybe,No,Yes,No
22,male,Australia,No,No,Yes,Sometimes,500-1000,Yes,Yes,Yes,Not sure,No,Yes,No,Very easy,No,No,No,No,No,No,Yes,No
50,female,Canada,No,No,No,Often,26-100,No,Yes,No,Not sure,No,No,Yes,Somewhat easy,Yes,Yes,No,Yes,Yes,Maybe,Yes,Yes
18,male,Brazil,No,No,Yes,Rarely,100-500,No,Yes,Dont know,No,Dont know,Dont know,Yes,Somewhat difficult,Maybe,No,Yes,Some of them,Yes,No,Dont know,Yes
35,male,Other,Yes,No,Yes,Often,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Dont know,Maybe,Maybe,Some of them,No,Yes,Yes,No,Yes
49,male,Brazil,No,No,Yes,Sometimes,26-100,No,Yes,Dont know,No,Yes,Dont know,Yes,Very easy,Yes,Yes,Yes,No,No,Yes,No,No
64,female,Germany,No,No,Yes,Sometimes,6-25,Yes,Yes,Dont know,Not sure,No,No,Yes,Somewhat difficult,Yes,Yes,Some of them,Yes,Maybe,No,Dont know,No
28,male,Other,Yes,No,No,Sometimes,100-500,No,Yes,No,Not sure,No,Yes,Yes,Dont know,Yes,No,Some of them,Yes,No,Maybe,Yes,No
38,male,Germany,No,Yes,No,Often,6-25,No,Yes,Dont know,No,Dont know,Yes,Dont know,Very difficult,Maybe,No,Yes,Yes,Yes,Maybe,Dont know,Yes
43,male,Netherlands,Yes,Yes,Yes,Rarely,1-5,No,Yes,No,Yes,Yes,Yes,Dont know,Somewhat difficult,Maybe,No,Yes,No,Maybe,No,Dont know,No
42,female,United Kingdom,Yes,No,No,Never,6-25,Yes,Yes,Yes,No,No,Yes,Yes,Somewhat difficult,Maybe,Yes,Some of them,Some of them,No,Yes,No,No
39,male,Brazil,Yes,No,No,Rarely,6-25,Yes,Yes,Dont know,Yes,Dont know,No,Dont know,Somewhat difficult,No,No,Yes,Yes,Maybe,No,Dont know,No
44,female,India,No,Yes,Yes,Often,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,Maybe,Yes,Yes,Yes,No,Dont know,Yes
30,other,Brazil,Yes,No,No,Often,100-500,Yes,Yes,Yes,No,Yes,Dont know,Dont know,Very difficult,Yes,Yes,Some of them,Yes,No,No,Yes,No
50,male,Netherlands,Yes,No,Yes,Never,1-5,No,Yes,Yes,No,No,Yes,No,Somewhat difficult,Yes,No,Some of them,Some of them,Maybe,Maybe,Yes,No
51,female,France,Yes,Yes,No,Often,6-25,No,Yes,Dont know,Yes,Dont know,No,Dont know,Somewhat easy,Maybe,Maybe,No,No,No,Maybe,No,No
58,male,United States,No,Yes,No,Sometimes,500-1000,Yes,No,No,Yes,No,Yes,Dont know,Very easy,Yes,Maybe,Yes,No,Yes,Yes,Yes,No
52,female,Canada,No,Yes,No,Sometimes,26-100,Yes,Yes,Dont know,Yes,Dont know,No,Dont know,Very difficult,Yes,No,Some of them,No,Maybe,Yes,Dont know,No
18,male,Other,No,No,Yes,Sometimes,6-25,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat easy,No,Maybe,Yes,Yes,Yes,No,Dont know,Yes
38,female,United Kingdom,No,No,No,Sometimes,1-5,Yes,Yes,No,Not sure,Dont know,Dont know,Yes,Very difficult,Maybe,Yes,Yes,No,Maybe,Yes,Dont know,Yes
65,female,Australia,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,No,Dont know,Yes,Dont know,Somewhat difficult,Yes,Yes,Some of them,Yes,Yes,No,No,Yes
23,female,Australia,No,Yes,Yes,Often,26-100,Yes,Yes,No,Yes,Dont know,Yes,Dont know,Somewhat easy,Maybe,Maybe,No,Some of them,Yes,Yes,Yes,Yes
45,female,Australia,No,No,No,Never,1-5,Yes,Yes,Dont know,No,Dont know,Yes,No,Dont know,Maybe,Yes,Some of them,Some of them,No,No,Dont know,No
34,male,Germany,Yes,Yes,Yes,Never,100-500,No,No,No,Yes,Dont know,Dont know,Yes,Very easy,Maybe,No,Some of them,No,Yes,Maybe,Yes,No
22,male,Australia,Yes,No,No,Sometimes,1-5,No,No,Dont know,No,No,Dont know,Dont know,Very easy,No,Maybe,Yes,Yes,No,No,Yes,Yes
48,female,Canada,Yes,No,Yes,Often,100-500,No,Yes,Yes,No,Dont know,No,No,Very difficult,Maybe,Yes,No,Yes,Yes,Maybe,Yes,Yes
22,male,United States,Yes,Yes,Yes,Rarely,1-5,No,Yes,No,Yes,Dont know,No,Yes,Very easy,Maybe,No,Some of them,No,Yes,Maybe,Yes,Yes
55,male,Australia,No,Yes,No,Rarely,26-100,Yes,No,Yes,Yes,Yes,No,Yes,Dont know,Maybe,No,Yes,Some of them,Yes,Yes,No,No
20,female,Brazil,Yes,No,No,Often,26-100,Yes,Yes,No,No,Dont know,Dont know,Dont know,Somewhat easy,Yes,Yes,Some of them,Some of them,Maybe,Yes,No,No
40,female,Brazil,Yes,Yes,No,Sometimes,1-5,No,Yes,Dont know,No,Yes,Dont know,Dont know,Somewhat easy,No,Maybe,Yes,Some of them,No,Maybe,No,No
54,female,Germany,Yes,Yes,No,Never,6-25,No,Yes,No,No,No,Dont know,Dont know,Somewhat difficult,Yes,No,Some of them,Some of them,Maybe,No,Dont know,Yes
54,male,Canada,Yes,Yes,Yes,Often,26-100,Yes,Yes,No,Not sure,No,No,Dont know,Somewhat easy,No,No,No,Some of them,No,No,Dont know,Yes
27,female,United States,No,Yes,Yes,Rarely,100-500,Yes,Yes,Dont know,Yes,Dont know,Dont know,No,Very difficult,No,No,Some of them,No,Yes,Yes,Dont know,Yes
27,male,United Kingdom,No,No,Yes,Rarely,100-500,Yes,Yes,Dont know,Not sure,No,No,No,Dont know,Maybe,No,Yes,No,Maybe,No,No,No
36,female,Netherlands,No,No,No,Rarely,500-1000,Yes,Yes,Dont know,Not sure,Dont know,No,Dont know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,No,Yes,No
34,male,United States,Yes,No,Yes,Sometimes,More than 1000,Yes,Yes,No,Yes,No,Yes,Yes,Very difficult,Yes,Yes,No,Some of them,Yes,No,No,Yes
38,female,Netherlands,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Dont know,Yes,Dont know,Very difficult,No,Yes,No,Some of them,No,Maybe,Dont know,Yes
31,other,France,Yes,Yes,Yes,Often,More than 1000,No,Yes,No,Not sure,Dont know,Yes,Yes,Very difficult,Maybe,Yes,No,No,No,Maybe,Dont know,No
26,male,Netherlands,No,Yes,No,Often,100-500,No,No,No,Yes,Yes,No,Yes,Very easy,Maybe,No,No,No,Yes,No,Yes,No
63,other,India,No,No,Yes,Rarely,500-1000,No,Yes,Yes,No,Yes,Yes,Yes,Very difficult,Maybe,Maybe,Yes,Some of them,Maybe,Yes,No,Yes
18,male,Brazil,No,No,Yes,Often,More than 1000,Yes,Yes,Dont know,No,Yes,Yes,No,Very easy,Maybe,Yes,Some of them,Yes,Yes,No,Yes,Yes
62,female,Canada,No,Yes,No,Rarely,More than 1000,No,No,No,Not sure,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,Maybe,Yes,No,No
30,female,Sweden,No,No,Yes,Rarely,1-5,Yes,No,Yes,Not sure,Dont know,Dont know,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,Dont know,Yes
21,male,Germany,Yes,No,No,Never,1-5,Yes,Yes,Dont know,Yes,No,No,No,Very difficult,Maybe,No,Yes,Some of them,No,No,Yes,Yes
18,female,India,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Dont know,Yes,Dont know,Yes,Yes,Dont know,Maybe,Yes,Some of them,No,No,No,Yes,No
57,female,Netherlands,Yes,No,Yes,Sometimes,6-25,Yes,Yes,No,Not sure,Yes,Dont know,Yes,Dont know,Maybe,No,Some of them,Yes,Maybe,Yes,No,Yes
49,male,Australia,Yes,Yes,No,Never,More than 1000,Yes,No,Dont know,Not sure,Yes,Dont know,Dont know,Somewhat easy,Maybe,No,No,Some of them,Yes,Yes,No,No
51,male,Canada,Yes,Yes,No,Never,6-25,Yes,No,Dont know,No,No,Dont know,Yes,Very difficult,Maybe,Yes,No,No,Maybe,No,No,Yes
45,female,India,Yes,No,Yes,Sometimes,500-1000,Yes,No,Yes,No,Yes,Yes,Yes,Very easy,No,Maybe,Yes,Some of them,No,No,Dont know,No
48,female,Germany,Yes,Yes,Yes,Rarely,100-500,No,Yes,Yes,Yes,Dont know,Dont know,Yes,Dont know,No,No,Some of them,Some of them,No,Yes,No,Yes
25,female,Brazil,No,No,Yes,Rarely,More than 1000,Yes,Yes,Dont know,No,Dont know,No,Yes,Somewhat difficult,No,Maybe,Yes,Some of them,Yes,Maybe,Dont know,Yes
56,female,Canada,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Dont know,Dont know,Yes,Very difficult,No,Yes,Yes,Some of them,Maybe,Yes,No,Yes
43,male,Germany,No,No,Yes,Rarely,1-5,No,Yes,Dont know,Yes,Dont know,Dont know,No,Very difficult,Maybe,No,Yes,Yes,No,No,No,No
51,female,France,No,No,Yes,Never,More than 1000,Yes,Yes,No,Yes,Dont know,Dont know,Yes,Somewhat difficult,No,Maybe,No,No,Maybe,Maybe,Dont know,Yes
20,male,France,Yes,No,No,Rarely,26-100,Yes,Yes,Yes,No,No,Dont know,Yes,Dont know,No,No,No,No,Maybe,Maybe,No,Yes
29,male,Germany,No,Yes,No,Rarely,6-25,No,Yes,Dont know,Not sure,Dont know,No,No,Somewhat difficult,Yes,Yes,Some of them,No,Yes,Maybe,Dont know,No
18,male,India,No,Yes,No,Often,6-25,No,Yes,Dont know,Not sure,Yes,Yes,No,Somewhat easy,No,No,Some of them,No,Yes,Maybe,Dont know,Yes
61,male,Canada,Yes,No,Yes,Often,More than 1000,No,Yes,Yes,No,Yes,No,Yes,Very easy,No,Yes,Some of them,No,No,No,No,No
22,male,India,Yes,Yes,Yes,Often,1-5,No,Yes,Yes,Not sure,Yes,No,Yes,Very easy,Maybe,Maybe,No,Yes,Yes,Maybe,No,No
47,male,United Kingdom,No,No,Yes,Rarely,6-25,Yes,Yes,No,Yes,Yes,Yes,Yes,Dont know,No,No,No,Some of them,Maybe,Yes,Yes,No
47,female,Netherlands,No,No,No,Sometimes,1-5,Yes,Yes,Dont know,Not sure,No,Dont know,Dont know,Somewhat difficult,No,Maybe,Yes,Some of them,Yes,Yes,No,Yes
34,male,United Kingdom,Yes,Yes,No,Never,500-1000,Yes,Yes,No,No,Yes,Yes,Dont know,Very difficult,Maybe,Yes,No,No,Maybe,Yes,Yes,No
65,male,Other,No,No,Yes,Rarely,100-500,No,Yes,No,Not sure,No,Yes,Yes,Very difficult,No,Yes,Yes,Some of them,No,No,No,Yes
64,male,France,No,Yes,Yes,Sometimes,26-100,Yes,No,No,Yes,Yes,No,No,Very difficult,Maybe,Maybe,Yes,Some of them,Maybe,Maybe,Dont know,No
40,male,Brazil,No,No,No,Rarely,100-500,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,No,Maybe,No,Some of them,Yes,Yes,Dont know,Yes
