age,country,employment,remotework,orgsize,comptotal,jobsat,convertedcompyearly,industry
25-34 years old,"Iran, Islamic Republic of...","Employed, full-time;Employed, part-time",Remote,2 to 9 employees,60000.0,8.0,60000.0,Software Development
25-34 years old,India,"Employed, full-time",In-person,20 to 99 employees,720000.0,5.0,8614.0,Software Development
25-34 years old,Cyprus,"Employed, full-time",In-person,100 to 499 employees,78000.0,10.0,83777.0,Fintech
25-34 years old,Indonesia,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",2 to 9 employees,360000000.0,8.0,22079.0,Higher Education
35-44 years old,Denmark,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",900000.0,3.0,129602.0,"Internet, Telecomm or Information Services"
45-54 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,87185.0,8.0,93642.0,Retail and Consumer Services
25-34 years old,Netherlands,"Employed, full-time",In-person,20 to 99 employees,61600.0,6.0,66162.0,Software Development
25-34 years old,South Africa,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,100 to 499 employees,1200000.0,7.0,64570.0,Software Development
25-34 years old,Netherlands,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,50000.0,9.0,53703.0,Software Development
25-34 years old,Japan,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",10500000.0,1.0,66826.0,Healthcare
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,250000.0,6.0,250000.0,Fintech
25-34 years old,Poland,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,14000.0,8.0,3465.0,Software Development
25-34 years old,Netherlands,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,65000.0,7.0,69814.0,Software Development
35-44 years old,United States of America,"Employed, full-time",Remote,"1,000 to 4,999 employees",90000.0,5.0,90000.0,Higher Education
25-34 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,130000.0,8.0,130000.0,Energy
18-24 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",35000.0,4.0,44586.0,Government
25-34 years old,United States of America,"Employed, full-time",Remote,"10,000 or more employees",250000.0,10.0,250000.0,Software Development
25-34 years old,Germany,"Employed, part-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",70000.0,9.0,75184.0,Other:
25-34 years old,Poland,"Employed, full-time",Remote,100 to 499 employees,371000.0,8.0,91809.0,Software Development
25-34 years old,United States of America,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",Remote,"10,000 or more employees",73500.0,4.0,73500.0,Higher Education
35-44 years old,United States of America,"Employed, full-time",Remote,"5,000 to 9,999 employees",155000.0,6.0,155000.0,Software Development
35-44 years old,Bosnia and Herzegovina,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,4500.0,6.0,2468.0,Healthcare
35-44 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,110000.0,8.0,122559.0,Manufacturing
35-44 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,184000.0,8.0,184000.0,Retail and Consumer Services
45-54 years old,Israel,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,324000.0,7.0,87429.0,Software Development
25-34 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,150000.0,8.0,150000.0,Computer Systems Design and Services
18-24 years old,Poland,"Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)","10,000 or more employees",36000.0,6.0,8909.0,"Internet, Telecomm or Information Services"
35-44 years old,Saudi Arabia,"Employed, full-time;Independent contractor, freelancer, or self-employed",In-person,"1,000 to 4,999 employees",790000.0,10.0,210645.0,Other:
45-54 years old,United States of America,"Employed, full-time",Remote,20 to 99 employees,130000.0,9.0,130000.0,Other:
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,20 to 99 employees,80000.0,8.0,101910.0,Software Development
18-24 years old,India,"Employed, full-time",In-person,"10,000 or more employees",1500000.0,7.0,17945.0,Software Development
25-34 years old,Ukraine,"Employed, full-time",Remote,100 to 499 employees,63600.0,8.0,63600.0,Media & Advertising Services
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,75000.0,8.0,75000.0,Government
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,50000.0,8.0,63694.0,Software Development
45-54 years old,United States of America,"Employed, full-time",In-person,100 to 499 employees,80000.0,1.0,80000.0,Higher Education
35-44 years old,Mexico,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"10,000 or more employees",915500.0,9.0,49354.0,Manufacturing
55-64 years old,United States of America,"Independent contractor, freelancer, or self-employed",Remote,20 to 99 employees,160000.0,8.0,160000.0,Other:
25-34 years old,Ukraine,"Employed, full-time",Remote,"10,000 or more employees",200000.0,9.0,4937.0,Software Development
35-44 years old,Bulgaria,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",150000.0,6.0,82384.0,Software Development
35-44 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,130000.0,8.0,130000.0,Other:
35-44 years old,United States of America,"Employed, full-time",Remote,"10,000 or more employees",132612.0,8.0,132612.0,Retail and Consumer Services
25-34 years old,Russian Federation,"Employed, full-time",Remote,"10,000 or more employees",4200000.0,7.0,47059.0,"Internet, Telecomm or Information Services"
35-44 years old,Ukraine,"Employed, full-time",Remote,20 to 99 employees,15876.0,7.0,15876.0,Software Development
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,73000.0,6.0,73000.0,"Internet, Telecomm or Information Services"
35-44 years old,Poland,"Employed, full-time",Remote,I don’t know,115000.0,6.0,28458.0,Software Development
55-64 years old,Russian Federation,"Employed, full-time",Remote,500 to 999 employees,2400000.0,10.0,26891.0,Software Development
25-34 years old,Bangladesh,"Independent contractor, freelancer, or self-employed;Student, part-time",Remote,10 to 19 employees,45000.0,0.0,45000.0,Media & Advertising Services
35-44 years old,Poland,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",200000.0,5.0,214812.0,Software Development
45-54 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",60000.0,5.0,64444.0,Software Development
35-44 years old,Thailand,"Independent contractor, freelancer, or self-employed",Remote,10 to 19 employees,15000.0,4.0,15000.0,Software Development
35-44 years old,Canada,"Employed, full-time",Remote,20 to 99 employees,133351.0,8.0,96937.0,Software Development
25-34 years old,United States of America,"Employed, full-time",Remote,2 to 9 employees,140000.0,9.0,140000.0,Software Development
45-54 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,175000.0,10.0,175000.0,Software Development
25-34 years old,United States of America,"Employed, full-time",In-person,"10,000 or more employees",123000.0,7.0,123000.0,Other:
45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,20 to 99 employees,77000.0,8.0,98089.0,Fintech
35-44 years old,Germany,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",20 to 99 employees,82000.0,8.0,88073.0,Software Development
45-54 years old,Russian Federation,"Employed, full-time",In-person,20 to 99 employees,2000000.0,0.0,22409.0,Software Development
35-44 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,250000.0,9.0,250000.0,Software Development
25-34 years old,Mexico,"Employed, full-time",Remote,100 to 499 employees,584000.0,4.0,31483.0,Manufacturing
25-34 years old,Czech Republic,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,20 to 99 employees,1500000.0,0.0,65152.0,Software Development
25-34 years old,Slovakia,"Employed, full-time",Remote,"10,000 or more employees",60000.0,6.0,64444.0,Software Development
25-34 years old,Switzerland,"Employed, full-time",Remote,2 to 9 employees,125000.0,8.0,139271.0,Software Development
25-34 years old,Netherlands,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,50000.0,7.0,53703.0,"Transportation, or Supply Chain"
25-34 years old,Hungary,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)",100 to 499 employees,18000000.0,6.0,48916.0,Software Development
35-44 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,65000.0,8.0,69814.0,Other:
25-34 years old,United States of America,"Employed, full-time",Remote,I don’t know,207000.0,1.0,207000.0,Fintech
25-34 years old,Ukraine,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,106000.0,8.0,2616.0,Software Development
25-34 years old,Portugal,"Employed, full-time",Remote,100 to 499 employees,85000.0,8.0,91295.0,Banking/Financial Services
35-44 years old,Canada,"Employed, full-time;Employed, part-time","Hybrid (some remote, some in-person)",100 to 499 employees,110000.0,7.0,79962.0,Software Development
18-24 years old,Netherlands,"Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)",10 to 19 employees,65000.0,9.0,69814.0,Energy
45-54 years old,Turkey,"Independent contractor, freelancer, or self-employed",Remote,20 to 99 employees,2325000.0,7.0,71874.0,Software Development
35-44 years old,United States of America,"Employed, full-time",Remote,"1,000 to 4,999 employees",160000.0,8.0,160000.0,Software Development
18-24 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,62790.0,8.0,69959.0,Insurance
18-24 years old,Ecuador,"Employed, full-time",In-person,20 to 99 employees,5400.0,2.0,5400.0,Other:
18-24 years old,Latvia,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,20000.0,8.0,21481.0,Fintech
25-34 years old,Poland,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,330000.0,10.0,81663.0,Banking/Financial Services
35-44 years old,Argentina,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",20 to 99 employees,24000.0,8.0,24000.0,Software Development
25-34 years old,Brazil,"Employed, full-time",Remote,20 to 99 employees,52800.0,10.0,52800.0,"Transportation, or Supply Chain"
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",40000.0,8.0,50955.0,Software Development
25-34 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",600000.0,7.0,7178.0,Software Development
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,137000.0,7.0,137000.0,Government
45-54 years old,Brazil,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,99000.0,6.0,18462.0,Software Development
25-34 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,150000.0,7.0,150000.0,Other:
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",400000.0,4.0,400000.0,Computer Systems Design and Services
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",120000.0,6.0,120000.0,Insurance
25-34 years old,India,"Employed, full-time",Remote,20 to 99 employees,1720000.0,7.0,20577.0,Software Development
45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Independent contractor, freelancer, or self-employed",Remote,100 to 499 employees,100000.0,6.0,127388.0,Healthcare
18-24 years old,United States of America,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",2 to 9 employees,75000.0,7.0,75000.0,Computer Systems Design and Services
25-34 years old,United States of America,"Employed, full-time",In-person,100 to 499 employees,70000.0,10.0,70000.0,"Internet, Telecomm or Information Services"
